1.910466 -0.754068

1.865391 -0.754068

1.865391 -1.067752

2.052130 -1.067752

2.052130 -1.027277

1.910466 -1.027277

1.724648 -1.071892

1.738446 -1.071892

1.829516 -0.861236

1.785820 -0.861236

1.731547 -0.988181

1.675894 -0.861236

1.631278 -0.861236

1.269760 -0.975763

1.296897 -1.002900

1.367728 -0.932068

1.438101 -1.002440

1.465237 -0.975303

1.394866 -0.904931

1.465237 -0.834559

1.438101 -0.807422

1.367728 -0.877794

1.296897 -0.806962

1.269760 -0.834099

1.340592 -0.904931

0.903182 -0.754068

0.903182 -1.067752

0.948257 -1.067752

0.948257 -0.932068

0.995172 -0.932068

1.012520 -0.931279

1.028241 -0.928978

1.042359 -0.925262

1.054897 -0.920228

1.065875 -0.913975

1.075317 -0.906598

1.083246 -0.898196

1.089682 -0.888867

1.094650 -0.878707

1.098170 -0.867813

1.100266 -0.856285

1.100959 -0.844218

1.100304 -0.832009

1.098325 -0.820292

1.095001 -0.809175

1.090312 -0.798768

1.084237 -0.789178

1.076755 -0.780515

1.067845 -0.772887

1.057486 -0.766402

1.045658 -0.761169

1.032340 -0.757296

1.017511 -0.754893

1.001151 -0.754068

0.948257 -0.794543

1.001151 -0.794543

1.010800 -0.795045

1.019316 -0.796490

1.026757 -0.798784

1.033177 -0.801834

1.038632 -0.805550

1.043179 -0.809837

1.046872 -0.814603

1.049769 -0.819755

1.051924 -0.825202

1.053396 -0.830849

1.054237 -0.836606

1.054505 -0.842378

1.054060 -0.849917

1.052748 -0.856883

1.050603 -0.863262

1.047657 -0.869038

1.043945 -0.874194

1.039499 -0.878714

1.034354 -0.882582

1.028543 -0.885783

1.022100 -0.888301

1.015058 -0.890119

1.007450 -0.891221

0.999311 -0.891592

0.948257 -0.891592

0.710004 -0.754068

0.669069 -0.754068

0.669069 -1.067752

0.710004 -1.067752

0.710004 -0.919649

0.714733 -0.914520

0.719282 -0.909928

0.723680 -0.905858

0.727959 -0.902290

0.732148 -0.899208

0.736279 -0.896594

0.740380 -0.894431

0.744483 -0.892700

0.748618 -0.891384

0.752815 -0.890466

0.757106 -0.889928

0.761518 -0.889753

0.767532 -0.890159

0.773140 -0.891358

0.778321 -0.893317

0.783051 -0.896004

0.787308 -0.899388

0.791070 -0.903436

0.794314 -0.908116

0.797019 -0.913397

0.799162 -0.919247

0.800720 -0.925633

0.801672 -0.932523

0.801994 -0.939887

0.801994 -1.067752

0.842929 -1.067752

0.842929 -0.941267

0.842318 -0.927726

0.840527 -0.915388

0.837625 -0.904248

0.833679 -0.894301

0.828755 -0.885542

0.822921 -0.877966

0.816244 -0.871569

0.808790 -0.866346

0.800628 -0.862292

0.791823 -0.859402

0.782444 -0.857672

0.772557 -0.857096

0.766812 -0.857334

0.761092 -0.858040

0.755424 -0.859202

0.749832 -0.860810

0.744342 -0.862852

0.738981 -0.865318

0.733773 -0.868195

0.728743 -0.871474

0.723918 -0.875142

0.719322 -0.879189

0.714983 -0.883603

0.710924 -0.888373

0.710004 -0.888373

0.359984 -0.796843

0.359984 -0.886533

0.270294 -0.886533

0.270294 -0.924249

0.359984 -0.924249

0.359984 -1.013938

0.397700 -1.013938

0.397700 -0.924249

0.487389 -0.924249

0.487389 -0.886533

0.397700 -0.886533

0.397700 -0.796843

-0.029591 -0.754068

-0.074666 -0.754068

-0.074666 -1.067752

0.112073 -1.067752

0.112073 -1.027277

-0.029591 -1.027277

-0.269683 -0.754068

-0.310619 -0.754068

-0.310619 -1.067752

-0.269683 -1.067752

-0.269683 -0.919649

-0.264955 -0.914520

-0.260406 -0.909928

-0.256007 -0.905858

-0.251729 -0.902290

-0.247539 -0.899208

-0.243409 -0.896594

-0.239308 -0.894431

-0.235204 -0.892700

-0.231070 -0.891384

-0.226872 -0.890466

-0.222582 -0.889928

-0.218169 -0.889753

-0.212155 -0.890159

-0.206547 -0.891358

-0.201367 -0.893317

-0.196637 -0.896004

