1.903942 1.903942
2.238799 1.495917


2.238799 1.495917
2.487620 1.030406


2.487620 1.030406
2.640843 0.525296


2.640843 0.525296
2.692580 0.000000


2.692580 0.000000
2.640843 -0.525296


2.640843 -0.525296
2.487620 -1.030406


2.487620 -1.030406
2.238799 -1.495917


2.238799 -1.495917
1.903942 -1.903941


1.903942 -1.903941
1.495917 -2.238798


1.495917 -2.238798
1.030406 -2.487620


1.030406 -2.487620
0.525296 -2.640843


0.525296 -2.640843
-0.000001 -2.692580


-0.000001 -2.692580
-0.525297 -2.640843


-0.525297 -2.640843
-1.030407 -2.487619


-1.030407 -2.487619
-1.495918 -2.238798


-1.495918 -2.238798
-1.903943 -1.903940


-1.903943 -1.903940
-2.238799 -1.495916


-2.238799 -1.495916
-2.487620 -1.030404


-2.487620 -1.030404
-2.640843 -0.525294


-2.640843 -0.525294
-2.692580 0.000002


-2.692580 0.000002
-2.640842 0.525299


-2.640842 0.525299
-2.487618 1.030408


-2.487618 1.030408
-2.238797 1.495920


-2.238797 1.495920
-1.903939 1.903944


-1.903939 1.903944
-1.495914 2.238800


-1.495914 2.238800
-1.030402 2.487621


-1.030402 2.487621
-0.525292 2.640844


-0.525292 2.640844
0.000004 2.692580


0.000004 2.692580
0.525301 2.640842


0.525301 2.640842
1.030410 2.487618


1.030410 2.487618
1.495921 2.238796


1.903942 1.903942
1.495921 2.238796


